university_name,major_name,capacity
Universitas Lambung Mangkurat,Ilmu Hukum,225
Universitas Lambung Mangkurat,Ekonomi & Studi Pembangunan,68
Universitas Lambung Mangkurat,Manajemen,90
Universitas Lambung Mangkurat,Akuntansi,90
Universitas Lambung Mangkurat,Administrasi Publik,54
Universitas Lambung Mangkurat,Ilmu Administrasi Bisnis,54
Universitas Lambung Mangkurat,Ilmu Pemerintahan,54
Universitas Lambung Mangkurat,Ilmu Komunikasi,54
Universitas Lambung Mangkurat,Pend. Geografi  ,45
Universitas Lambung Mangkurat,Pend. Sosiologi  ,36
Universitas Lambung Mangkurat,Pend. Bimbingan Konseling  ,45
Universitas Lambung Mangkurat,Pendidikan Luar Biasa,18
Universitas Lambung Mangkurat,Pendidikan Jasmani Kesehatan Dan Rekreasi,68
Universitas Lambung Mangkurat,Pgsd,135
Universitas Lambung Mangkurat,Pg-Paud,80
Universitas Lambung Mangkurat,Pendidikan Sendratasik,18
Universitas Lambung Mangkurat,Teknologi  Pendidikan,36
Universitas Lambung Mangkurat,Pendidikan Ips,45
Universitas Lambung Mangkurat,Psikologi,45
Universitas Mulawarman,Manajemen,120
Universitas Mulawarman,Ekonomi Pembangunan,75
Universitas Mulawarman,Akuntansi,120
Universitas Mulawarman,Ilmu Administrasi Negara,32
Universitas Mulawarman,Ilmu Pemerintahan,32
Universitas Mulawarman,Ilmu Sosiatri,32
Universitas Mulawarman,Ilmu Hubungan Internasional,32
Universitas Mulawarman,Ilmu Komunikasi,32
Universitas Mulawarman,Ilmu Administrasi Bisnis,32
Universitas Mulawarman,Pend. Pancasila Dan Kewarganegaraan,32
Universitas Mulawarman,Pendidikan Ekonomi,32
Universitas Mulawarman,"Pend. Bahasa, Sastra Indo. & Daerah",32
Universitas Mulawarman,Pendidikan Bahasa Inggris,32
Universitas Mulawarman,Bimbingan Dan Konseling,32
Universitas Mulawarman,"Pendidikan Jasmani, Kesehatan & Rekreasi",32
Universitas Mulawarman,Pendidikan Guru Sekolah Dasar,32
Universitas Mulawarman,Pendidikan Anak Usia Dini,32
Universitas Mulawarman,Ilmu Hukum,90
Universitas Mulawarman,Psikologi,32
Universitas Mulawarman,Sastra Indonesia,24
Universitas Mulawarman,Sastra Inggris,48
Universitas Mulawarman,Pendidikan Luar Sekolah,16
Universitas Mulawarman,Pendidikan Geografi,16
Universitas Mulawarman,Ekonomi Islam,35
Universitas Mulawarman,Etnomusikologi,12
Universitas Borneo Tarakan,Bimbingan Dan Konseling,48
Universitas Borneo Tarakan,Pendidikan Bahasa Indonesia,32
Universitas Borneo Tarakan,Pendidikan Bahasa Inggris,32
Universitas Borneo Tarakan,Ekonomi Pembangunan,48
Universitas Borneo Tarakan,Manajemen,64
Universitas Borneo Tarakan,Hukum,80
Universitas Borneo Tarakan,Pendidikan Guru Sekolah Dasar,48
Universitas Udayana,Arkeologi,30
Universitas Udayana,Antropologi Budaya,28
Universitas Udayana,Ilmu Sejarah,28
Universitas Udayana,Ilmu Hukum,260
Universitas Udayana,Ekonomi Pembangunan,150
Universitas Udayana,Akuntansi,150
Universitas Udayana,Manajemen,150
Universitas Udayana,Sastra Indonesia,33
Universitas Udayana,Sastra Inggris,115
Universitas Udayana,Sastra Daerah Jawa Kuna,10
Universitas Udayana,Sastra Daerah Untuk Sastra Bali,25
Universitas Udayana,Sastra Jepang,43
Universitas Udayana,Destinasi Pariwisata,50
Universitas Udayana,Industri Perjalanan Wisata,50
Universitas Udayana,Hubungan Internasional,35
Universitas Udayana,Sosiologi,35
Universitas Udayana,Psikologi,45
Universitas Udayana,Administrasi Negara,35
Universitas Udayana,Ilmu Komunikasi,35
Universitas Udayana,Ilmu Politik,35
Universitas Pendidikan Ganesha,Pendidikan Pancasila Dan Kewarganegaraan,12
Universitas Pendidikan Ganesha,Pendidikan Ekonomi,36
Universitas Pendidikan Ganesha,Pendidikan Sejarah,12
Universitas Pendidikan Ganesha,Pendidikan Geografi,12
Universitas Pendidikan Ganesha,Pendidikan Bahasa Dan Sastra Indonesia,24
Universitas Pendidikan Ganesha,Pendidikan Bahasa Inggris,100
Universitas Pendidikan Ganesha,Pendidikan Kesejahteraan Keluarga,26
Universitas Pendidikan Ganesha,Bimbingan Konseling,32
Universitas Pendidikan Ganesha,Teknologi Pendidikan,32
Universitas Pendidikan Ganesha,Pendidikan Jasmani Kesehatan Dan Rekreasi,36
Universitas Pendidikan Ganesha,Manajemen,70
Universitas Pendidikan Ganesha,Akuntansi,70
Universitas Pendidikan Ganesha,Pendidikan Kepelatihan Olahraga,10
Universitas Pendidikan Ganesha,Pendidikan Guru Sekolah Dasar,96
Universitas Pendidikan Ganesha,Pend. Bahasa Jepang,19
Universitas Pendidikan Ganesha,Pendidikan Sosiologi,18
Universitas Pendidikan Ganesha,Ilmu Hukum,58
Universitas Pendidikan Ganesha,Pendidikan Vokasional Seni Kuliner,10
Isi Denpasar,Tari,24
Isi Denpasar,"Pendidikan Seni Drama, Tari, Dan Musik",32
Isi Denpasar,Musik,12
Isi Denpasar,Seni Murni,20
Isi Denpasar,Desain Interior,16
Isi Denpasar,Desain Komunikasi Visual,32
Isi Denpasar,Kriya,10
Isi Denpasar,Fotografi,16
Universitas Mataram,Ekonomi Pembangunan,125
Universitas Mataram,Manajemen,175
Universitas Mataram,Akuntansi,125
Universitas Mataram,Ilmu Hukum,300
Universitas Mataram,Pendidikan Bahasa Dan Sastra Indonesia,118
Universitas Mataram,Pendidikan Bahasa Inggris,110
Universitas Mataram,Pendidikan Pancasila Dan Kewarganegaraan,90
Universitas Mataram,Pendidikan Guru Sekolah Dasar,170
Universitas Mataram,Pendidikan Anak Usia Dini,50
Universitas Mataram,Hubungan Internasional,60
Universitas Mataram,Ilmu Komunikasi,60
Universitas Mataram,Sosiologi,60
Universitas Mataram,Pendidikan Sosiologi,50
Universitas Nusa Cendana,Ppkn,68
Universitas Nusa Cendana,Pend. Ekonomi,68
Universitas Nusa Cendana,Pend. Geografi,68
Universitas Nusa Cendana,Bimbingan Konseling,68
Universitas Nusa Cendana,Ilmu Hukum,347
Universitas Nusa Cendana,Ilmu Adm.Negara,110
Universitas Nusa Cendana,Ilmu Komunikasi,70
Universitas Nusa Cendana,Ekonomi Pembangunan,47
Universitas Nusa Cendana,Akuntansi,115
Universitas Nusa Cendana,Manajemen,43
Universitas Nusa Cendana,Psikologi,135
Universitas Timor,Adm. Negara,140
Universitas Hasanuddin,Manajemen ,100
Universitas Hasanuddin,Ilmu Hukum ,200
Universitas Hasanuddin,Ilmu Politik ,40
Universitas Hasanuddin,Antropologi Sosial ,40
Universitas Hasanuddin,Ilmu Sejarah ,30
Universitas Hasanuddin,Ilmu Komunikasi ,45
Universitas Hasanuddin,Sosiologi ,40
Universitas Hasanuddin,Akuntansi ,100
Universitas Hasanuddin,Ilmu Pemerintahan ,40
Universitas Hasanuddin,Ilmu Hubungan Internasional ,60
Universitas Hasanuddin,Ilmu Administrasi Negara ,50
Universitas Hasanuddin,Sastra Indonesia ,40
Universitas Hasanuddin,Sastra Daerah/Bugis Makassar ,30
Universitas Hasanuddin,Sastra Asia Barat/Arab ,30
Universitas Hasanuddin,Sastra Inggris ,75
Universitas Hasanuddin,Sastra Perancis/ Barat Roman ,30
Universitas Hasanuddin,Arkeologi ,30
Universitas Hasanuddin,Sastra Jepang ,30
Universitas Hasanuddin,Ilmu Ekonomi,100
Universitas Hasanuddin,Hukum Administrasi Negara,50
Universitas Hasanuddin,Bahasa Mandarin Dan Kebudayaan Tiongkok,25
Universitas Negeri Makassar,Pendidikan Geografi,29
Universitas Negeri Makassar,Pendidikan Kesejahteraan Keluarga,44
Universitas Negeri Makassar,"Pendidikan Jasmani, Kesehatan & Rekreasi",188
Universitas Negeri Makassar,Pendidikan Kepelatihan Olahraga,102
Universitas Negeri Makassar,Administrasi Pendidikan,44
Universitas Negeri Makassar,Teknologi Pendidikan,29
Universitas Negeri Makassar,Bimbingan Dan Konseling,44
Universitas Negeri Makassar,Pendidikan Luar Sekolah,29
Universitas Negeri Makassar,Pendidikan Luar Biasa,44
Universitas Negeri Makassar,Pendidikan Bahasa Dan Sastra Indonesia,47
Universitas Negeri Makassar,Pendidikan Bahasa Inggris,47
Universitas Negeri Makassar,Sastra Indonesia,32
Universitas Negeri Makassar,Sastra Inggris,32
Universitas Negeri Makassar,Pendidikan Pancasila Dan Kewarganegaraan,32
Universitas Negeri Makassar,Pendidikaan Sosiologi,32
Universitas Negeri Makassar,Pendidikan Sejarah,32
Universitas Negeri Makassar,Manajemen,78
Universitas Negeri Makassar,Sosiologi,32
Universitas Negeri Makassar,Psikologi,94
Universitas Negeri Makassar,Pend. Guru Sek. Dasar (Kampus Makassar),58
Universitas Negeri Makassar,Pendidikan Guru Paud,44
Universitas Negeri Makassar,Pend. Guru Sekolah Dasar (Kampus Bone),72
Universitas Negeri Makassar,Pend. Guru Sek. Dasar (Kampus Pare-Pare),58
Universitas Negeri Makassar,Pendidikan Ips,32
Universitas Negeri Makassar,Administrasi Negara,32
Universitas Negeri Makassar,Pendidikan Ekonomi,47
Universitas Negeri Makassar,Pend. Geografi Kls Internas. (Bilingual),15
Universitas Negeri Makassar,Ekonomi Pembangunan,32
Universitas Negeri Makassar,Akuntansi,32
Universitas Negeri Makassar,Pendidikan Seni Rupa,28
Universitas Negeri Makassar,P. Guru Sek Dasar Bilingual (Kamp Makassar),29
Universitas Negeri Makassar,Seni Tari,28
Universitas Negeri Makassar,Pend. Administrasi Perkantoran,32
Universitas Negeri Makassar,Pend. Akuntansi,32
Universitas Negeri Makassar,Pendidikan Antropologi,32
Universitas Negeri Makassar,Pendidikan Bahasa Dan Sastra Daerah,32
Universitas Negeri Makassar,Pendidikan Bahasa Arab,32
Universitas Negeri Makassar,Ilmu Administrasi Bisnis,32
Universitas Islam Negeri Alauddin,Ilmu Hukum,60
Universitas Islam Negeri Alauddin,Jurnalistik,42
Universitas Islam Negeri Alauddin,Manajemen,64
Universitas Islam Negeri Alauddin,Akuntansi,64
Universitas Islam Negeri Alauddin,Ilmu Ekonomi,64
Universitas Islam Negeri Alauddin,Ilmu Politik,75
Universitas Islam Negeri Alauddin,Ilmu Komunikasi,42
Universitas Islam Negeri Alauddin,Hubungan Internasional,50
Universitas Islam Negeri Alauddin,Kesejahteraan Sosial,42
Universitas Sam Ratulangi,Ekonomi Pembangnan,68
Universitas Sam Ratulangi,Manajemen ,180
Universitas Sam Ratulangi,Akuntansi,113
Universitas Sam Ratulangi,Ilmu Administrasi Negara,45
Universitas Sam Ratulangi,Ilmu Administrasi Bisnis,45
Universitas Sam Ratulangi,Ilmu Pemerintahan,45
Universitas Sam Ratulangi,Ilmu Politik,34
Universitas Sam Ratulangi,Sosiologi,23
Universitas Sam Ratulangi,Ilmu Komunikasi,45
Universitas Sam Ratulangi,Ilmu Perpustakaan,23
Universitas Sam Ratulangi,Ilmu Hukum,324
Universitas Sam Ratulangi,Sastra Inggris,90
Universitas Negeri Manado,Pend. Bahasa Jepang,16
Universitas Negeri Manado,Pend Geografi,32
Universitas Negeri Manado,Pend Ekonomi S1,80
Universitas Negeri Manado,Manajemen S1,96
Universitas Negeri Manado,Psikologi,64
Universitas Negeri Manado,Pgsd,128
Universitas Negeri Manado,Akuntansi,96
Universitas Tadulako,Pend. Bahasa Inggris,125
Universitas Tadulako,Pend. Sejarah,50
Universitas Tadulako,Pend. Guru Sekolah Dasar,75
Universitas Tadulako,Adminstrasi Negara,110
Universitas Tadulako,Sosiologi,105
Universitas Tadulako,Antropologi,75
Universitas Tadulako,Ilmu Pemerintahan,110
Universitas Tadulako,Ilmu Komunikasi,100
Universitas Tadulako,Ekonomi Pembangunan,100
Universitas Tadulako,Ekonomi Manajemen,150
Universitas Tadulako,Ekonomi Akuntansi,100
Universitas Tadulako,Ilmu Hukum,375
Universitas Sulawesi Barat,Manajemen ,120
Universitas Sulawesi Barat,Akuntansi ,105
Universitas Sulawesi Barat,Ilmu Hukum,75
Universitas Sulawesi Barat,Pend. Bhs. Inggris,165
Universitas Haluoleo,Manajemen,136
Universitas Haluoleo,Akutansi,108
Universitas Haluoleo,Ilmu Administrasi Negara,100
Universitas Haluoleo,Sosiologi,48
Universitas Haluoleo,Antropologi Sosial,56
Universitas Haluoleo,Ilmu Komunikasi,80
Universitas Haluoleo,Ilmu Hukum,240
Universitas Haluoleo,Pendidikan Ekonomi,50
Universitas Haluoleo,Pend. Pancasila & Kewarganegaraan,30
Universitas Haluoleo,"Pend. Jasmani, Kesehatan Dan Rekreasi",60
Universitas Haluoleo,Pendidikan Bahasa Inggris,60
Universitas Haluoleo,Pend. Guru Sekolah Dasar (Pgsd) S1,60
Universitas Haluoleo,Administrasi Bisnis,80
Universitas Haluoleo,Ilmu Kesejahteraan Sosial,48
Universitas Haluoleo,Ilmu Sejarah,48
Universitas Haluoleo,Jurnalistik,60
Universitas Haluoleo,Psikologi,50
Universitas Haluoleo,Ilmu Pemerintahan,60
Universitas Sembilan Belas November Kolaka,Administrasi Publik,80
Universitas Sembilan Belas November Kolaka,Pendidikan Bahasa Indonesia,64
Universitas Sembilan Belas November Kolaka,Pendidikan Jasmani,64
Universitas Negeri Gorontalo,Pendidikan Sejarah,54
Universitas Negeri Gorontalo,Pendidikan Ekonomi,130
Universitas Negeri Gorontalo,Pendidikan Jasmani Kesehatan Dan Rekreasi,90
Universitas Negeri Gorontalo,Pendidikan Bahasa Inggris,67
Universitas Negeri Gorontalo,Pendidikan Guru Sd,90
Universitas Negeri Gorontalo,Ilmu Hukum,157
Universitas Negeri Gorontalo,Akuntansi,112
Universitas Negeri Gorontalo,Manajemen,125
Universitas Negeri Gorontalo,Sosiologi,56
Universitas Negeri Gorontalo,Ilmu Komunikasi,51
Universitas Pattimura,Il. Hukum,275
Universitas Pattimura,Il. Adm. Negara,100
Universitas Pattimura,Sosiologi,75
Universitas Pattimura,Ekonomi Pembangunan,63
Universitas Pattimura,Pgsd S1,50
Universitas Khairun,Ilmu Hukum,100
Universitas Khairun,Ekonomi Pembangunan,60
Universitas Khairun,Akuntansi,48
Universitas Khairun,Antropologi Sosial,16
Universitas Cenderawasih,Ilmu Ekonomi,65
Universitas Cenderawasih,Ilmu Administrasi Negara,18
Universitas Cenderawasih,Antropologi Sosial,18
Universitas Cenderawasih,Ilmu Hukum,65
Universitas Cenderawasih,Manajemen,65
Universitas Cenderawasih,Ilmu Kesejahteraan Sosial,18
Universitas Cenderawasih,Akuntansi,65
Universitas Cenderawasih,Ilmu Pemerintahan,18
Universitas Cenderawasih,Bimbingan Konseling,13
Universitas Cenderawasih,Pend. Bhs. Sastra Ind. & Daerah,13
Universitas Cenderawasih,Hubungan Internasional,18
Universitas Cenderawasih,Pg Paud,13
Universitas Cenderawasih,Manajemen Administrasi Perkantoran,18
Universitas Musamus Merauke,Manajemen,95
Universitas Musamus Merauke,Ilmu Administrasi Negara,95
Universitas Musamus Merauke,Pendidikan Bahasa Inggris,35
Universitas Musamus Merauke,Ilmu Hukum,95
Isbi Tanah Papua,Desain Komunikasi Visual,10
Isbi Tanah Papua,Seni Rupa Murni,10
Isbi Tanah Papua,Seni Kriya,11
Universitas Papua,Ekonomi Pembangunan,32
Universitas Papua,Manajemen,32
Universitas Papua,Akuntansi,32
Universitas Papua,Pendidikan Bahasa Indonesia,16
Universitas Papua,Pendidikan Bahasa Inggris,16
